ClaudeHiakuWeb-raw_correctness,ClaudeSonnetWeb-raw_correctness,ClaudeOpuWeb-raw_correctness,GeminiWeb-raw_correctness,GeminiAdvancedWeb-raw_correctness,gpt-3.5-turbo-0125_correctness,gpt-4-0613_correctness,GPT3.5Web_correctness,GPT4Web_correctness,llama2-13B-Q5KM_correctness,medicine-chat-Q8_correctness,llama2-7B-Q8_correctness,mistral-instruct-v2-Q8_correctness,phi3-3b-Q16_correctness,llama3-8b-Q8_correctness,Llama27B-Poe_correctness,Mixtral-8x7B-Poe_correctness,MistralLarge-Poe_correctness,Llama270B-Poe_correctness,claude-3-opus-20240229_correctness,claude-3-haiku-20240307_correctness,claude-3-sonnet-20240229_correctness,Llama3-70b-Poe_correctness,Llama3-8b-Poe_correctness,gpt-4o-2024-05-13_correctness,openbioLLM-7B-Q8_correctness,claude-3-5-sonnet-20240620_correctness,gpt-4o-mini-2024-07-18_correctness,gemma2-9b-it_correctness,Gemma2-9b-Q8_correctness,Mistral-7B-T_correctness,Llama-2-13b_correctness,Phi3-medium14b-Q6_correctness,Llama3.1-405B_correctness,Llama3.1-70B_correctness,Llama3.1-8B_correctness,gemma2-27b-it_correctness
correct,correct,correct,correct,correct,Incorrect,Correct,Correct,Correct,Correct,correct,Incorrect,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,correct,correct
Incorrect,Incorrect,correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,correct,incorrect,incorrect,correct,incorrect,correct,correct,correct,incorrect,incorrect,incorrect,correct,incorrect,incorrect
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,Correct,NOP,incorrect,correct,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
correct,correct,correct,Incorrect,correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Correct,Incorrect,2OP,Correct,Correct,correct,incorrect,correct,incorrect,correct,incorrect,correct,correct,incorrect,correct,incorrect,correct,correct,incorrect,2OP
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,correct,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
Incorrect,correct,Incorrect,Incorrect,correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,correct,correct,incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Correct,Correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,correct,correct,correct,incorrect
correct,correct,correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Correct,Incorrect,Incorrect,Incorrect,No answer,Correct,Incorrect,incorrect,incorrect,correct,correct,correct,correct,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,correct,correct
correct,correct,correct,correct,correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,correct,correct,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect
correct,Incorrect,correct,correct,correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,incorrect,incorrect,Correct,Correct,Correct,Incorrect,Correct,Correct,Incorrect,incorrect,correct,correct,incorrect,correct,incorrect,incorrect,incorrect,incorrect,correct,incorrect,correct,correct,incorrect,correct
correct,correct,correct,correct,correct,Correct,Correct,Incorrect,Correct,Correct,correct,Correct,Incorrect,correct,correct,Correct,Correct,Correct,Incorrect,Correct,Correct,Correct,incorrect,correct,correct,correct,correct,correct,incorrect,correct,incorrect,correct,incorrect,correct,correct,incorrect,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,correct,correct,incorrect,incorrect,correct,correct,correct,correct,incorrect,incorrect,correct,correct,correct,correct,incorrect
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
Incorrect,Incorrect,correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,incorrect,incorrect,Correct,Incorrect,Correct,Incorrect,Correct,Incorrect,Correct,correct,incorrect,correct,incorrect,correct,correct,incorrect,incorrect,correct,correct,incorrect,incorrect,correct,incorrect,incorrect
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,NoA,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
correct,correct,Incorrect,correct,Incorrect,Incorrect,Correct,Incorrect,Correct,Correct,correct,Correct,Incorrect,incorrect,incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,correct,incorrect,correct,incorrect,correct,incorrect,correct,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,correct,Correct,Incorrect,correct,incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,correct,incorrect,correct,NoA,correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,correct
correct,correct,correct,correct,correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,Correct,correct,correct,incorrect,correct,correct,incorrect,Incorrect,incorrect,correct,incorrect,correct,incorrect,correct,correct
Incorrect,correct,correct,correct,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,correct,incorrect,incorrect,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,correct,incorrect,correct,correct,correct,correct,incorrect
correct,correct,correct,Incorrect,EOP,Incorrect,Incorrect,NOP,Correct,Incorrect,Incorrect,Correct,Incorrect,incorrect,correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,incorrect,incorrect,correct,NoA,2OP,correct,correct,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct
correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,Incorrect,correct,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,incorrect
correct,EOP,correct,correct,correct,Incorrect,Correct,Correct,Correct,Incorrect,correct,Correct,correct,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,correct,correct,correct,incorrect,correct,incorrect,correct,correct,correct,incorrect,correct,correct,incorrect,correct,correct
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,correct,Correct,Incorrect,incorrect,correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,correct,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,correct,incorrect,incorrect,correct,incorrect,incorrect
correct,correct,correct,correct,correct,Incorrect,Correct,Correct,Correct,Correct,Incorrect,Incorrect,correct,incorrect,correct,Correct,Correct,Correct,Correct,Correct,Correct,2OP,correct,correct,correct,2OP,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
Incorrect,correct,correct,Incorrect,correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,incorrect,correct,correct,incorrect,correct,correct,correct,correct,incorrect,correct,incorrect,correct,incorrect,correct,correct
correct,correct,correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Incorrect,correct,Correct,correct,correct,incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Correct,incorrect,correct,correct,incorrect,Correct,incorrect,correct,correct,correct,correct,correct,correct,correct,correct,correct
correct,correct,correct,NoA,correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
correct,correct,correct,Incorrect,correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,correct,EOP,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,correct,incorrect,correct,correct,correct,incorrect
Incorrect,Incorrect,correct,NoA,NoA,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,incorrect,incorrect,correct,incorrect,correct,correct,EOP,correct,incorrect,incorrect,correct,incorrect,incorrect,incorrect,EOP
Incorrect,correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,incorrect,incorrect,Incorrect,Incorrect,Correct,No answer,Incorrect,Incorrect,Incorrect,incorrect,correct,incorrect,correct,incorrect,incorrect,correct,correct,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,correct,Correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
Incorrect,correct,correct,Incorrect,correct,Correct,Correct,Incorrect,Correct,Incorrect,correct,Incorrect,Incorrect,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
Incorrect,Incorrect,Incorrect,NoA,NoA,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,correct,correct,incorrect,incorrect
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
Incorrect,correct,correct,NoA,NoA,Correct,Correct,Incorrect,Correct,Incorrect,correct,Incorrect,correct,incorrect,incorrect,Correct,Correct,Correct,EOP,Correct,Incorrect,Correct,correct,correct,correct,correct,correct,correct,correct,EOP,correct,incorrect,correct,correct,correct,correct,incorrect
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,correct,correct,correct,incorrect,correct,correct,correct,incorrect,incorrect,incorrect,correct,correct,correct,incorrect,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,correct,Incorrect,correct,correct,incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
Incorrect,Incorrect,Incorrect,correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,correct,incorrect,incorrect,correct,incorrect,incorrect,correct
2OP,correct,2OP,Incorrect,Incorrect,Incorrect,Incorrect,Correct,2OP,Incorrect,correct,Correct,Incorrect,correct,incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,,correct,Incorrect,Incorrect,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct
Incorrect,Incorrect,Incorrect,correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,correct,Correct,correct,incorrect,correct,Correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,correct,incorrect,correct,correct,correct,correct,incorrect,incorrect,incorrect,correct,incorrect,incorrect,correct,incorrect,incorrect
Incorrect,Incorrect,correct,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,correct,Correct,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,incorrect,incorrect,correct,incorrect,correct,incorrect,incorrect,incorrect,correct,incorrect,incorrect,correct,incorrect,incorrect,incorrect
Incorrect,Incorrect,correct,Incorrect,EOP,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,correct,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,incorrect,incorrect,correct,incorrect,correct,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
Incorrect,correct,correct,Incorrect,correct,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,No answer,Incorrect,Correct,Incorrect,Incorrect,Correct,Correct,Incorrect,EOP,incorrect,correct,correct,correct,incorrect,incorrect,correct,correct,correct,incorrect,EOP,incorrect,incorrect,incorrect
correct,correct,correct,correct,correct,Correct,Correct,Correct,Incorrect,Correct,correct,Correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,correct,correct,correct,correct,correct,correct,correct
Incorrect,Incorrect,Incorrect,correct,2OP,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,correct,incorrect,correct
Incorrect,Incorrect,NOP,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,correct,incorrect,correct,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect
correct,EOP,correct,Incorrect,correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,correct,Correct,Incorrect,correct,incorrect,EOP,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct
Incorrect,correct,correct,correct,2OP,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,incorrect,correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,correct,incorrect,correct,incorrect,correct,correct,incorrect,incorrect,correct,correct,correct,correct,correct,incorrect,correct
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
Incorrect,correct,correct,Incorrect,correct,Incorrect,Correct,Correct,Correct,Incorrect,EOP,Incorrect,correct,incorrect,correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,correct,correct,correct,correct
correct,correct,correct,2OP,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,correct,Incorrect,correct,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,incorrect,correct,correct,correct,correct,EOP
Incorrect,Incorrect,correct,EOP,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,correct,Incorrect,NOP,correct,correct,Incorrect,Correct,Incorrect,EOP,Incorrect,Incorrect,Correct,incorrect,correct,correct,incorrect,correct,correct,correct,incorrect,incorrect,incorrect,correct,correct,incorrect,correct,correct
Incorrect,correct,correct,Incorrect,correct,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,incorrect,Correct,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,incorrect,correct,incorrect,correct,incorrect,correct,correct,correct,incorrect,incorrect,incorrect,correct,correct,incorrect,correct
Incorrect,correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Correct,Incorrect,incorrect,incorrect,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,incorrect,incorrect,correct,correct,correct,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,correct,correct,incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,Incorrect,correct,correct,correct,incorrect,correct,correct,correct,correct,correct,incorrect,incorrect,correct,correct,incorrect,incorrect
Incorrect,correct,correct,2OP,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,correct,Incorrect,correct,correct,correct,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Incorrect,EOP,correct,correct,incorrect,correct,incorrect,incorrect,incorrect,correct,incorrect,correct,correct,incorrect,correct,EOP
Incorrect,Incorrect,2OP,correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,correct,Correct,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,Correct,incorrect,NOP,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
correct,EOP,correct,correct,correct,Correct,Correct,Incorrect,Correct,Incorrect,correct,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Correct,correct,correct,correct,incorrect,correct,Correct,incorrect,correct,EOP,incorrect,incorrect,correct,correct,correct,correct
Incorrect,Incorrect,correct,Incorrect,Incorrect,Correct,Correct,Correct,Correct,Correct,correct,Incorrect,correct,incorrect,incorrect,Incorrect,Correct,Correct,Incorrect,Correct,Incorrect,Incorrect,correct,correct,correct,incorrect,correct,correct,incorrect,incorrect,correct,correct,correct,correct,correct,correct,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,correct,Correct,correct,correct,incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,correct,incorrect,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
Incorrect,correct,correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Correct,Incorrect,Incorrect,Correct,Incorrect,Correct,correct,incorrect,correct,correct,correct,correct,incorrect,incorrect,incorrect,incorrect,incorrect,correct,correct,incorrect,incorrect
correct,correct,correct,Incorrect,correct,Incorrect,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,correct,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,correct,correct,correct,incorrect,correct,correct,correct,correct,incorrect,incorrect,correct,correct,correct,correct,correct
correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Correct,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
correct,Incorrect,correct,Incorrect,correct,Correct,Incorrect,Correct,Incorrect,Correct,correct,Incorrect,correct,incorrect,incorrect,Incorrect,Incorrect,Correct,Incorrect,Correct,Incorrect,Incorrect,incorrect,correct,correct,incorrect,Correct,incorrect,correct,incorrect,incorrect,incorrect,correct,correct,correct,incorrect,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Incorrect,correct,Incorrect,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,Correct,Correct,correct,correct,correct,correct,correct,correct,incorrect,incorrect,correct,incorrect,correct,correct,correct,correct,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,correct,Correct,Incorrect,incorrect,incorrect,Correct,Correct,Correct,Correct,Correct,Correct,No answer,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
correct,correct,correct,correct,correct,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Correct,correct,correct,incorrect,Correct,Correct,Correct,Correct,Correct,Correct,Correct,correct,incorrect,correct,incorrect,correct,correct,incorrect,correct,correct,incorrect,correct,correct,correct,correct,correct
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect
Incorrect,correct,correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,NOP,Incorrect,Correct,Incorrect,Incorrect,Correct,incorrect,correct,incorrect,incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect
correct,correct,correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,Incorrect,correct,incorrect,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,correct,correct,correct,Incorrect,Correct,Correct,Correct,Correct,Correct,Correct,correct,correct,correct,Correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,correct
correct,correct,Incorrect,Incorrect,Incorrect,Correct,Correct,Correct,Incorrect,Correct,correct,Correct,Incorrect,incorrect,incorrect,Correct,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,incorrect,incorrect,incorrect,incorrect,correct,correct,incorrect,incorrect,incorrect,correct,correct,incorrect,incorrect,incorrect,correct
correct,correct,Incorrect,correct,correct,Incorrect,Correct,Correct,Correct,Incorrect,correct,Incorrect,correct,correct,correct,Correct,Correct,Correct,EOP,Incorrect,Correct,Correct,incorrect,EOP,correct,correct,correct,correct,correct,correct,correct,EOP,correct,incorrect,correct,correct,correct
correct,correct,correct,correct,correct,Correct,Correct,Correct,Correct,Correct,Incorrect,Incorrect,correct,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Correct,correct,correct,correct,correct,correct,correct,correct,correct,correct,incorrect,correct,correct,correct,correct,correct
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,correct,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
Incorrect,Incorrect,correct,Incorrect,correct,Incorrect,Correct,Correct,Correct,Incorrect,correct,Correct,Incorrect,correct,correct,Correct,Correct,Incorrect,Incorrect,Correct,Correct,Correct,correct,incorrect,correct,correct,correct,incorrect,correct,correct,incorrect,incorrect,incorrect,correct,correct,incorrect,correct
Incorrect,Incorrect,correct,EOP,NOP,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,correct,Incorrect,Incorrect,Incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,incorrect,incorrect
correct,correct,correct,correct,Incorrect,Correct,Correct,Incorrect,Correct,Correct,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Correct,Correct,Incorrect,Incorrect,Correct,Correct,correct,incorrect,correct,incorrect,correct,correct,incorrect,incorrect,correct,correct,incorrect,correct,correct,incorrect,incorrect
Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,correct,Correct,Incorrect,incorrect,incorrect,EOP,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect
Incorrect,Incorrect,correct,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Incorrect,incorrect,incorrect,Incorrect,Incorrect,Incorrect,Incorrect,Correct,Incorrect,EOP,incorrect,correct,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,incorrect,correct,incorrect,incorrect,correct,incorrect
correct,correct,correct,Incorrect,NOP,Incorrect,Correct,Correct,Incorrect,Incorrect,correct,Incorrect,Incorrect,incorrect,correct,Incorrect,Correct,Correct,EOP,Correct,Correct,No answer,correct,correct,correct,correct,correct,correct,incorrect,correct,incorrect,incorrect,incorrect,correct,correct,correct,correct
